Name,Link,Img,DOB,age(years),status,description,_id
Bhoomika Chawla,/wiki/Bhoomika_Chawla,Bhoomika Chawla.jpg,21 August 1978,41,Alive,"Bhumika Chawla is an Indian actress and a former model. She made her film debut in the Telugu film Yuvakudu and has since then worked in various Indian film industries and appeared in over thirty films in Telugu, Tamil, Hindi, Malayalam, Kannada, Bhojpuri, and Punjabi.",5ea7c6f8ff604553fe2273bd
Bhumi Pednekar,/wiki/Bhumi_Pednekar,Bhumi Pednekar.jpg,18 July 1989,30,Alive,"Bhumi Pednekar is an Indian actress who appears in Hindi films. After working as an assistant casting director at Yash Raj Films for six years, Pednekar made her film debut as an overweight bride in the company's romantic comedy Dum Laga Ke Haisha, which earned her the Filmfare Award for Best Female Debut.",5ea7c6fbff604553fe2273be
Bijoya Ray,/wiki/Bijoya_Ray,Bijoya Ray.jpg,"4 April 1917,",98,Died,"Bijoya Ray was the wife of the Indian filmmaker Satyajit Ray. Their son Sandip Ray is also a film director. Bijoya and Satyajit were first cousins. After a long courtship, they were married in 1949.",5ea7c6fdff604553fe2273bf
Bianca Desai,/wiki/Bianca_Desai,NA,,,Alive,,5ea7c6ffff604553fe2273c0
Bidita Bag,/wiki/Bidita_Bag,Bidita Bag.jpg,30 September 1991,28,Alive,"Bidita Bag is an Indian actress and a professional model. She has a varied portfolio when it comes to print advertisements, TV commercials and films. She is mostly known for her inclination towards socio-political films.",5ea7c702ff604553fe2273c1
Bindu,/wiki/Bindu_(actress),NA,,,Alive,,5ea7c704ff604553fe2273c2
Bindu Madhavi,/wiki/Bindu_Madhavi,Bindu Madhavi.jpg,14 June 1986,33,Alive,"Bindu Madhavi is an Indian model and film actress, working in Tamil and Telugu cinema. After starting her acting career in Telugu, she shifted to Tamil cinema where she was part of several successful films including Veppam, Kazhugu, Kedi Billa Killadi Ranga and Pasanga 2.",5ea7c706ff604553fe2273c3
Bipasha Basu,/wiki/Bipasha_Basu,Bipasha Basu.jpg,7 January 1979,41,Alive,"Bipasha Basu, also known by her married name Bipasha Basu Singh Grover, is an Indian film actress and model. Primarily known for her work in Hindi films, she has also appeared in Tamil, Telugu, Bengali and English films. Basu is the recipient of numerous accolades, including one Filmfare Award.",5ea7c70aff604553fe2273c4
Bina Rai,/wiki/Bina_Rai,Bina Rai.jpg,"4 June 1931,",78,Died,"Bina Rai, aka ""Beena Roy"", was an Indian actress, primarily of the black and white era of Hindi cinema. She was known for her smile. She is most known for her roles in classics such as Anarkali and Taj Mahal, and won the Filmfare Award for Best Actress for her performance in the film Ghunghat.",5ea7c70cff604553fe2273c5
Bobby Darling,/wiki/Bobby_Darling,Bobby Darling.jpg,,,Alive,,5ea7c70fff604553fe2273c6
Bruna Abdullah,/wiki/Bruna_Abdullah,Bruna Abdullah.jpg,24 October 1986,33,Alive,"Bruna Abdullah is a Brazilian film actress, working in Bollywood. She played the role of ""Mary"" in the adult comedy film Grand Masti and Giselle in Punit Malhotra's I Hate Luv Storys. She has also starred in the 2012 Tamil movie Billa II.",5ea7c712ff604553fe2273c7
B. V. Radha,/wiki/B._V._Radha,B. V. Radha.jpg,"August 1948,",69,Died,"Bengaluru Vijaya Radha was an Indian actress and a film producer. She began her career in the 1964 Kannada film Navakoti Narayana. She went on to play mostly supporting roles in over 300 films, 250 of which were in Kannada, and the rest in Tamil, Telugu, Malayalam, Tulu and Hindi.
She married to film director K. S. L.",5ea7c714ff604553fe2273c8
Carol Gracias,/wiki/Carol_Gracias,Carol Gracias.jpg,28 December 1978,41,Alive,Carol Gracias is an Indian super model. She is a past winner of the coveted India's L'Oréal/Elite Look of the Year title. She participated and became the runner up in the reality show Bigg Boss in 2006.,5ea7c716ff604553fe2273c9
Celina Jaitley,/wiki/Celina_Jaitley,Celina Jaitley.jpg,24 November 1981,38,Alive,"Celina Jaitly is an Indian film actress who mainly appears in Bollywood films. A former beauty queen and model, she won the Miss India in 2001 and was the 4th runner-up at Miss Universe 2001. She made her acting debut with the 2003 thriller Janasheen.",5ea7c719ff604553fe2273ca
Chandrika,/wiki/Chandrika_(Kannada_actress),Chandrika.jpg,,,Alive,,5ea7c71cff604553fe2273cb
Charmila,/wiki/Charmila_(actress),Charmila.jpg,2 October 1974,45,Alive,"Charmila is a popular film actress in Malayalam cinema. Apart from movies in Malayalam, she acted in Tamil, Telugu and Kannada movies. She completed almost 38 films in the Malayalam film industry, which is often referred to as Mollywood.",5ea7c71fff604553fe2273cc
Charmy Kaur,/wiki/Charmy_Kaur,Charmy Kaur.jpg,17 May 1987,32,Alive,"Charmy Kaur, also spelt as Charmme or Charmi, is an Indian film producer and former actress. She is well known for her works predominantly in Telugu cinema, as well as few Tamil, Malayalam, Kannada, and Bollywood films. She has appeared in more than forty films.",5ea7c722ff604553fe2273cd
Chaya Singh,/wiki/Chaya_Singh,Chaya Singh.jpg,16 May 1981,38,Alive,"Chaya Singh is an Indian film and television actress. She started her acting career in Kannada films and has worked in Tamil, Kannada, Malayalam, Telugu, Bengali and Bhojpuri films. She has a reputation of being very selective in her roles.",5ea7c725ff604553fe2273ce
Chetana Das,/wiki/Chetana_Das,Chetana Das.jpg,4 November 1954,65,Alive,Chetana Das is an Indian actress from Assam. She is popular face in Assamese cinema for comic roles.,5ea7c728ff604553fe2273cf
Chippy,/wiki/Chippy_(actress),Chippy.jpg,1 June 1975,44,Alive,Chippy is an Indian actress who works in the South Indian film industry and works primarily in Malayalam and Kannada films. She won the Filmfare Award for Best Actress – Kannada & Karnataka State Film Award for Best Actress for her performance in Janumada Jodi.,5ea7c72aff604553fe2273d0
Chithra,/wiki/Chithra_(actress),Chithra.jpg,27 July 1963,56,Alive,"Krishnan Nair Shantakumari Chithra, often credited as K. S. Chithra or simply Chithra, is an Indian playback singer and carnatic musician from Kerala. Chithra also sings Indian classical, devotional, and popular music.",5ea7c72dff604553fe2273d1
Chitrangada Singh,/wiki/Chitrangada_Singh,Chitrangada Singh.jpg,30 August 1976,43,Alive,"Chitrangada Singh is an Indian film actress who works primarily in Hindi cinema. She has starred in films like Yeh Saali Zindagi, Hazaaron Khwaishein Aisi, Desi Boyz, Inkaar, I, Me Aur Main and Baazaar.",5ea7c730ff604553fe2273d2
Chitrashi Rawat,/wiki/Chitrashi_Rawat,Chitrashi Rawat.jpg,29 November 1989,30,Alive,"Chitrashi Rawat is a former Indian hockey player, film actress and television presenter. Her film career began in 2007, when she starred as Komal Chautala, a member of the Indian women's national hockey team, in the movie Chak De India.",5ea7c732ff604553fe2273d3
Catherine Tresa,/wiki/Catherine_Tresa,Catherine Tresa.jpg,10 September 1989,30,Alive,"Catherine Tresa Alexander is an Indian film actress who primarily appears in Tamil, Telugu, Malayalam and Kannada films.",5ea7c735ff604553fe2273d4
Claudia Ciesla,/wiki/Claudia_Ciesla,Claudia Ciesla.jpg,12 February 1987,33,Alive,Claudia Ciesla is a Polish-German-Indian film actress and model. best known for her work in Bollywood. She was a contestant on the Indian reality television series Bigg Boss.,5ea7c738ff604553fe2273d5
Deepti Sati,/wiki/Deepti_Sati,Deepti Sati.jpg,29 January 1995,25,Alive,"Deepti Sati is an Indian film actress who predominantly appears in Malayalam films. She has also appeared in Kannada, Marathi and Telugu films.",5ea7c73aff604553fe2273d6
Daisy Bopanna,/wiki/Daisy_Bopanna,Daisy Bopanna.jpg,4 December 1982,37,Alive,"Daisy Bopanna is an Indian actress who appears in Kannada, Hindi, Telugu and Tamil language films.",5ea7c73dff604553fe2273d7
Daisy Shah,/wiki/Daisy_Shah,Daisy Shah.jpg,25 August 1984,35,Alive,"Daisy Shah is an Indian film actress, model and dancer She has worked as an assistant to choreographer Ganesh Acharya.",5ea7c73fff604553fe2273d8
Daisy Irani,/wiki/Daisy_Irani_(actress),Daisy Irani.jpg,1952,About,Alive,"Daisy Irani is an Indian actress in Hindi and Telugu language films. She was a popular child actor in the 1950s and 1960s. She is most known for films such as Bandish, Ek Hi Raasta, Naya Daur, Hum Panchhi Ek Daal Ke, Jailor, Qaidi No 911 and Do Ustad. As a supporting actress, she acted in Kati Patang in 1971.",5ea7c742ff604553fe2273d9
Debashree Roy,/wiki/Debashree_Roy,Debashree Roy.jpg,8 August 1961,58,Alive,"Debashree Roy is an Indian actress, dancer, choreographer, politician and animal rights activist. As an actress, she is known for her work in Hindi and Bengali cinema. She has been cited as the reigning queen of Bengali commercial cinema.",5ea7c745ff604553fe2273da
Deeksha Seth,/wiki/Deeksha_Seth,Deeksha Seth.jpg,14 February 1990,30,Alive,"Deeksha Seth is an Indian film actress and model. A finalist in Femina Miss India in 2009, she made her acting debut in the Telugu film Vedam.",5ea7c748ff604553fe2273db
Deepa Sahi,/wiki/Deepa_Sahi,Deepa Sahi.jpg,30 November 1962,57,Alive,"Deepa Sahi is an Indian actress and producer from an Army background, who is best known for her role as Maya in the 1993 movie Maya Memsaab, opposite actor Shah Rukh Khan. She made her directorial debut with the movie Tere Mere Phere in 2011.",5ea7c74aff604553fe2273dc
Deepa Sannidhi,/wiki/Deepa_Sannidhi,Deepa Sannidhi.jpg,16 June 1990,29,Alive,Deepa Sannidhi born Rahasya is an Indian actress who mainly appears in Kannada films. She made her acting debut in the 2011 film Saarathi.,5ea7c74dff604553fe2273dd
Deepal Shaw,/wiki/Deepal_Shaw,Deepal Shaw.jpg,21 February 1986,34,Alive,"Deepal Shaw is an Indian actress, singer and model who has worked in Bollywood movies.",5ea7c74fff604553fe2273de
Deepika Amin,/wiki/Deepika_Amin,Deepika Amin.jpg,,,Alive,,5ea7c753ff604553fe2273df
Deepika Chikhalia,/wiki/Deepika_Chikhalia,Deepika Chikhalia.jpg,29 April 1965,54,Alive,Dipika Chikhlia Topiwala is an Indian actress who rose to fame playing Devi Sita in Ramanand Sagar's hit television serial Ramayan and was known for acting in other Indian historical TV serials.,5ea7c758ff604553fe2273e0
Deepika Padukone,/wiki/Deepika_Padukone,Deepika Padukone.jpg,5 January 1986,34,Alive,"Deepika Padukone is an Indian film actress and producer. One of the highest-paid actresses in India, her accolades include three Filmfare Awards. She features in listings of the nation's most popular personalities, and Time named her one of the 100 most influential people in the world in 2018.",5ea7c75cff604553fe2273e1
Deepti Naval,/wiki/Deepti_Naval,Deepti Naval.jpg,3 February 1952,68,Alive,"Deepti Naval is an Indian-born American actress, director, and writer of Indian origin mostly active in Hindi cinema.
Her major contribution has been in the area of art cinema, winning critical acclaim for her sensitive and ‘close to life’ characters that emphasized the changing roles of women in India.",5ea7c75fff604553fe2273e2
Deepti Bhatnagar,/wiki/Deepti_Bhatnagar,Deepti Bhatnagar.jpg,30 September 1967,52,Alive,"Deepti Bhatnagar is an Indian former film actress and model. Her first film role came in Sanjay Gupta's Ram Shastra, also starring Jackie Shroff and Manisha Koirala. Some of her better known works include the Telugu film, Pelli Sandadi, the American film, Inferno and the Bollywood film, Mann.",5ea7c761ff604553fe2273e3
Delnaaz Paul,/wiki/Delnaaz_Paul,Delnaaz Paul.jpg,4 September 1972,47,Alive,Delnaaz Irani is an Indian actress. Her brother is Bhakhtiyaar Irani and her sister-in-law is Tanaaz Irani.,5ea7c764ff604553fe2273e4
Devayani,/wiki/Devayani_(actress),Devayani.jpg,22 June 1974,45,Alive,"Sushma Jayadev, known professionally as Devayani, is an Indian actress who predominantly acts in Tamil, Malayalam, Telugu along with a few Kannada, Hindi and Bengali films.",5ea7c767ff604553fe2273e5
Devika,/wiki/Devika,Devika.jpg,"25 April 1943,",59,Died,"Devika or Prameela Devi was a Tamil and Telugu actress.
Devika is the granddaughter of Telugu cinema doyen and pioneer Raghupathi Venkaiah Naidu. One of her uncles was a Mayor of Chennai. Actress Kanaka is her daughter.",5ea7c76aff604553fe2273e6
Devika Rani Roerich,/wiki/Devika_Rani_Roerich,Devika Rani Roerich.jpg,"30 March 1908,",85,Died,"Devika Rani Chaudhuri, usually known as Devika Rani, was an actress in Indian films who was active during the 1930s and 1940s. Widely acknowledged as the first lady of Indian cinema, Devika Rani had a successful film career that spanned 10 years.",5ea7c76cff604553fe2273e7
Dharti Bhatt,/wiki/Dharti_Bhatt,Dharti Bhatt.jpg,9 July 1990,29,Alive,"Dharti Bhatt is an Indian TV actress. She is known for her role as Mahi in Mahisagar, as Pratibha in Kya Haal, Mr. Paanchal? and as Sewa in Roop - Mard Ka Naya Swaroop.",5ea7c76fff604553fe2273e8
Dia Mirza,/wiki/Dia_Mirza,Dia Mirza.jpg,9 December 1981,38,Alive,"Dia Mirza is an Indian model, actress, producer, social worker and beauty queen who won the Miss Asia Pacific 2000 title. She made her acting debut with Rehnaa Hai Terre Dil Mein.
She subsequently featured in films including Dus, Lage Raho Munnabhai and Sanju.",5ea7c772ff604553fe2273e9
Diana Hayden,/wiki/Diana_Hayden,Diana Hayden.jpg,1 May 1973,46,Alive,"Diana Hayden is an Indian actress, model, and the winner of Miss World 1997 pageant. She is the third Indian woman to win the title of Miss World. She also won three subtitles during the pageant and is the only Miss World titleholder to do so. In 2008, she was a celebrity contestant in the reality show Bigg Boss.",5ea7c774ff604553fe2273ea
Diana Penty,/wiki/Diana_Penty,Diana Penty.jpg,2 November 1985,34,Alive,Diana Penty is an Indian model and actress who appears in Hindi films. She began her modelling career in 2005 when she was signed up by Elite Models India. Penty made her acting debut in 2012 with the romantic comedy film Cocktail.,5ea7c777ff604553fe2273eb
Dimple Jhangiani,/wiki/Dimple_Jhangiani,Dimple Jhangiani.jpg,24 February 1990,30,Alive,Dimple Jhangiani is an Indian television actress. Her first appearance in Tellywood began with her playing the role of Kanya in the serial Kuchh Is Tara on Sony Entertainment Television. Dimple Jhangiani had joined Kis Desh Mein Hai Mera Dil and played the role of Sanjana as Harshad Chopra's close friend.,5ea7c779ff604553fe2273ec
Dimple Kapadia,/wiki/Dimple_Kapadia,Dimple Kapadia.jpg,8 June 1957,62,Alive,"Dimple Kapadia is an Indian actress who predominantly appears in Hindi films. She was launched by Raj Kapoor at age 16, playing the title role in his teen romance Bobby. In that same year she married Indian actor Rajesh Khanna and retired from acting.",5ea7c77dff604553fe2273ed
Dipannita Sharma,/wiki/Dipannita_Sharma,Dipannita Sharma.jpg,2 November 1979,40,Alive,Dipannita Sharma is an Indian actress and model.,5ea7c77fff604553fe2273ee
Disha Patani,/wiki/Disha_Patani,Disha Patani.jpg,13 June 1992,27,Alive,"Disha Patani is an Indian actress who works primarily in Hindi films. She began her acting career with the Telugu film Loafer, opposite Varun Tej. After making her Bollywood debut in the sports biopic M.S.",5ea7c782ff604553fe2273ef
Disha Vakani,/wiki/Disha_Vakani,Disha Vakani.jpg,17 August 1978,41,Alive,Disha Vakani is an Indian film and television actress. She is well known for playing the role of Daya Jethalal Gada in popular daily sitcom Taarak Mehta Ka Ooltah Chashmah opposite Dilip Joshi.,5ea7c785ff604553fe2273f0
Divya Bharati,/wiki/Divya_Bharati,Divya Bharati.jpg,"25 February 1974,",19,Died,"Divya Bharti was an Indian film actress, who starred in Hindi and Telugu motion pictures in the early 1990s. Known for her acting versatility, vivacity and beauty, she is regarded as one of the most popular and highest paid actresses of her time.",5ea7c789ff604553fe2273f1
